name,sic,cityba,afs,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockValue,IncomeTaxExpenseBenefit,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity
1st source corp,6022,south bend,1,7718694000.0,,,226400000.0,,436538000.0,18062000.0,6773237000.0,7718694000.0,,382892000.0,-243048000.0,86556000.0,,,,558795000.0,901226000.0
genuine parts co,5013,atlanta,1,14085982000.0,7721594000.0,,-2777000.0,1.0,143302000.0,141260000.0,,14085982000.0,6521195000.0,,,,196496000.0,,1175953000.0,3982159000.0,3233879000.0
"marsh & mclennan companies, inc.",6411,new york,1,32953000000.0,7573000000.0,888000000.0,-1201000000.0,1.0,561000000.0,706000000.0,,32953000000.0,5816000000.0,-1491000000.0,-437000000.0,750000000.0,1803000000.0,2586000000.0,816000000.0,17597000000.0,
snap-on inc,3420,kenosha,1,6791600000.0,3149700000.0,965900000.0,42500000.0,1.0,67400000.0,122000000.0,2766100000.0,6791600000.0,1222100000.0,-278900000.0,-236900000.0,557500000.0,400600000.0,286000000.0,,5423500000.0,4003400000.0
texas instruments inc,3674,dallas,1,20603000000.0,11177000000.0,3649000000.0,542000000.0,1.0,1741000000.0,311000000.0,9450000000.0,20603000000.0,2201000000.0,-2447000000.0,-982000000.0,3971000000.0,3684000000.0,2213000000.0,3678000000.0,43846000000.0,11153000000.0
"united airlines holdings, inc.",4512,chicago,1,71021000000.0,24673000000.0,20838000000.0,9566000000.0,0.01,0.0,-130000000.0,,71049000000.0,18068000000.0,7554000000.0,-1110000000.0,3122000000.0,-434000000.0,-1650000000.0,,804000000.0,4904000000.0
union pacific corp,4011,omaha,1,62073000000.0,3764000000.0,1115000000.0,-659000000.0,2.5,2781000000.0,518000000.0,47770000000.0,62073000000.0,4357000000.0,-3807000000.0,-1071000000.0,4219000000.0,1798000000.0,4466000000.0,54148000000.0,53116000000.0,14303000000.0
whirlpool corp /de/,3630,benton harbor,1,20081000000.0,9403000000.0,2968000000.0,34000000.0,1.0,114000000.0,253000000.0,,20081000000.0,7832000000.0,-332000000.0,-279000000.0,646000000.0,1014000000.0,1301000000.0,2734000000.0,9572000000.0,4951000000.0
csx corp,4011,jacksonville,1,40015000000.0,4573000000.0,,-143000000.0,1.0,2254000000.0,588000000.0,26581000000.0,40015000000.0,1951000000.0,-2015000000.0,-527000000.0,2399000000.0,1879000000.0,2792000000.0,32486000000.0,11723000000.0,
danaher corp /de/,3823,washington,1,78027000000.0,15392000000.0,,1287000000.0,0.01,9000000.0,344000000.0,,78027000000.0,6825000000.0,-588000000.0,-2060000000.0,3991000000.0,3487000000.0,4002000000.0,3410000000.0,30264000000.0,42756000000.0
biogen inc.,2836,cambridge,1,24470400000.0,7183700000.0,,,0.0005,100000.0,-409100000.0,13255600000.0,24470400000.0,3347200000.0,-1349500000.0,-217400000.0,1996300000.0,448500000.0,485700000.0,3442200000.0,13900700000.0,10751900000.0
chart industries inc,3443,ball ground,1,2830000000.0,875300000.0,197800000.0,72700000.0,0.01,400000.0,4400000.0,1246200000.0,2830000000.0,675800000.0,235000000.0,-134300000.0,-28300000.0,32100000.0,54500000.0,,851200000.0,1576400000.0
verisign inc/ca,7371,reston,1,1741380000.0,1189067000.0,216497000.0,-185173000.0,0.001,,40102000.0,3159165000.0,1741380000.0,998334000.0,-360769000.0,-164884000.0,340844000.0,147772000.0,212979000.0,247694000.0,-15364476000.0,-1417785000.0
firstenergy corp,4911,akron,1,44363000000.0,3196000000.0,1254000000.0,-489000000.0,0.1,,183000000.0,,44363000000.0,3871000000.0,-662000000.0,-1174000000.0,1347000000.0,393000000.0,871000000.0,34017000000.0,-2495000000.0,7430000000.0
netflix inc,7841,los gatos,1,40970969000.0,9604276000.0,7777530000.0,-434252000.0,0.001,3721246000.0,568563000.0,27107098000.0,40970969000.0,7832888000.0,-932202000.0,-196894000.0,713505000.0,3059728000.0,3807486000.0,1107437000.0,10632872000.0,13863871000.0
texas capital bancshares inc/tx,6022,dallas,1,35228542000.0,,,,0.01,506000.0,23555000.0,32113585000.0,35228542000.0,,-2599155000.0,-74669000.0,438643000.0,73481000.0,,21969000.0,1848379000.0,3114957000.0
universal security instruments inc,5065,owings mills,4,7495354.0,7261959.0,160604.0,66810.0,0.01,23129.0,,,7495354.0,1697358.0,-1321362.0,,1388172.0,-456838.0,133784.0,184678.0,-8192414.0,4716556.0
galileo acquisition corp.,3990,new york,4,139742935.0,560486.0,456257.0,,0.0001,422.0,,,139742935.0,3028123.0,0.0,0.0,-168573.0,1028313.0,-187536.0,,-881798.0,5000002.0
colombier acquisition corp.,6770,palm beach,4,308975.0,,1016180.0,6180.0,,,,,308975.0,284975.0,6180.0,,,-1000.0,,,-1000.0,24000.0
rmr mortgage trust,6798,newton,4,195067000.0,,46839000.0,-56505000.0,0.001,10000.0,18000.0,1823000.0,195067000.0,,-76000.0,-55044000.0,-1385000.0,350000.0,,,350000.0,193244000.0
tribe capital growth corp i,6770,san francisco,4,277439500.0,1439500.0,999748.0,999748.0,,,,28903707.0,277439500.0,261716.0,277552107.0,-276000000.0,-552359.0,-1963413.0,-398021.0,,-1964715.0,5000003.0
chp merger corp.,6770,summit,4,302933740.0,604245.0,,,,,375088.0,47535178.0,302933740.0,335178.0,0.0,84434.0,-781796.0,-24470087.0,-651434.0,,-19471079.0,5000002.0
macatawa bank corp,6022,holland,4,2941086000.0,,,,,218846000.0,3605000.0,2692869000.0,2941086000.0,,286031000.0,133626000.0,16924000.0,15596000.0,,42906000.0,27251000.0,248217000.0
newmont corp /de/,1040,denver,1,40677000000.0,7445000000.0,4583000000.0,-957000000.0,,1287000000.0,576000000.0,16583000000.0,40677000000.0,2787000000.0,-1666000000.0,-1127000000.0,1836000000.0,650000000.0,,24500000000.0,4242000000.0,23239000000.0
"znergy, inc.",3640,syracuse,4,495897.0,474630.0,15216.0,,0.0001,25672.0,0.0,,495897.0,2597845.0,53000.0,0.0,-38377.0,-2093364.0,-2079448.0,21267.0,-18236340.0,-2101948.0
dominos pizza inc,5140,ann arbor,1,1721793000.0,980850000.0,292095000.0,121624000.0,,,28474000.0,,1721793000.0,554354000.0,-101223000.0,-72870000.0,295415000.0,116619000.0,190902000.0,295532000.0,-4146702000.0,-4140570000.0
boqii holding ltd,5990,"pudong new district, shanghai",4,134402000.0,106047000.0,44605000.0,,,,-133000.0,114005000.0,134402000.0,33063000.0,98979000.0,-28147000.0,-37772000.0,-29676000.0,-31440000.0,1280000.0,-421240000.0,12618000.0
nikola corp,3711,phoenix,1,1003318000.0,804395000.0,763750000.0,-85528000.0,0.0001,39000.0,1000.0,91035000.0,1003318000.0,70971000.0,-1758000.0,-24521000.0,-59249000.0,-120224000.0,-120590000.0,123422000.0,-680398000.0,912283000.0
utime ltd,3600,"nanshan, shenzhen",4,26414000.0,19909000.0,1442000.0,1282000.0,0.0001,1000.0,-55000.0,22583000.0,26414000.0,22540000.0,2131000.0,-335000.0,-385000.0,,-2212000.0,5430000.0,-7524000.0,3831000.0
twelve seas investment co. ii,6770,new york,4,346566896.0,1566032.0,1370145.0,1295335.0,,240.0,,8955618.0,346566896.0,153300.0,346512930.0,-345000000.0,-217595.0,-88591.0,-82958.0,,-89542.0,5000008.0
hall of fame resort & entertainment co,7990,canton,4,350844832.0,,,,0.0001,9419.0,,205154466.0,350844832.0,,53012404.0,-16656538.0,-7860779.0,-126097471.0,-7947449.0,153447521.0,-132988053.0,145837161.0
nextgen acquisition corp,3714,boca raton,4,375581621.0,564400.0,123845.0,,,,,49455667.0,375581621.0,206477.0,376547181.0,-375000000.0,-697486.0,-8398190.0,,,-15072341.0,5000004.0
"crocs, inc.",3021,broomfield,1,1493802000.0,678515000.0,197853000.0,63906000.0,0.001,,-104198000.0,1135038000.0,1493802000.0,380922000.0,-155344000.0,-21323000.0,242366000.0,417352000.0,320008000.0,76949000.0,970698000.0,358764000.0
herc holdings inc,7350,bonita springs,1,3682600000.0,379700000.0,34600000.0,1600000.0,0.01,300000.0,14700000.0,2847200000.0,3682600000.0,392200000.0,-122000000.0,-204700000.0,327900000.0,80000000.0,,,-197500000.0,835400000.0
"armour residential reit, inc.",6798,vero beach,1,5137399000.0,,,358636000.0,0.001,83000.0,,4028857000.0,5137399000.0,,-674625000.0,996342000.0,36919000.0,2153000.0,,,-2320405000.0,1108542000.0
"net element, inc.",7374,north miami beach,4,28290632.0,15746830.0,4102887.0,-342723.0,0.0001,519.0,,23488297.0,28290632.0,14228921.0,1662245.0,270420.0,-2255268.0,304562.0,-354563.0,,-184387504.0,
insteel industries inc,3310,mount airy,2,371931000.0,227813000.0,89827000.0,21139000.0,,19358000.0,12123000.0,,371931000.0,75629000.0,-30439000.0,-13884000.0,65462000.0,41458000.0,,105729000.0,181814000.0,276996000.0
fht future technology ltd,7389,"xiamen city, fujian province",4,2241018.0,2237831.0,10662.0,,0.001,324500.0,24337.0,1796346.0,2241018.0,1796346.0,306149.0,-3287.0,-306770.0,123093.0,183467.0,3187.0,5653.0,444672.0
new momentum corp.,8741,north point,4,108137.0,62896.0,42512.0,,0.001,340269.0,0.0,308096.0,108137.0,288786.0,12117.0,,-34466.0,-39408.0,-4171773.0,,-4594253.0,-199959.0
cyber app solutions corp.,7371,incheon,4,8631.0,3941.0,3941.0,,0.001,3000.0,0.0,6087.0,8631.0,6087.0,8231.0,-4690.0,400.0,-456.0,,4690.0,-456.0,2544.0
"troika media group, inc.",4841,los angeles,4,32960000.0,4815000.0,,,0.001,15000.0,23000.0,30502000.0,32960000.0,21223000.0,2758000.0,-24000.0,-2608000.0,-4679000.0,-5610000.0,273000.0,-180115000.0,2458000.0
"wall street media co, inc.",5960,jupiter,4,21836.0,21258.0,,-9376.0,0.001,26922.0,,97717.0,21836.0,97717.0,-9376.0,,-9376.0,5312.0,8874.0,,-1400859.0,-75881.0
"new world technologies, inc.",3845,hauppauge,4,1068338.0,476127.0,476127.0,475426.0,0.0001,352.0,,1399698.0,1068338.0,798448.0,500000.0,,-24574.0,-77710.0,-92122.0,,-544410.0,-331360.0
"rocketfuel blockchain, inc.",7372,las vegas,4,815331.0,815331.0,,792493.0,0.001,24438.0,,190305.0,815331.0,190305.0,1428750.0,,-636257.0,-2363582.0,-2363582.0,,-3983626.0,625026.0
"sigma labs, inc.",3990,sante fe,4,17086845.0,16135890.0,14731115.0,11030301.0,0.001,10494.0,,694689.0,17086845.0,563436.0,14404942.0,-108021.0,-3266620.0,-2496207.0,-3592497.0,157490.0,-35676342.0,16392156.0
"lgbtq loyalty holdings, inc.",7374,san diego,4,210690.0,138853.0,20556.0,,0.001,473097.0,,5377596.0,210690.0,,149500.0,,-159256.0,-1617405.0,-1468692.0,,-14858316.0,-5166906.0
"alpine income property trust, inc.",6798,daytona beach,4,367497000.0,,6294000.0,,0.01,113000.0,,149057000.0,367497000.0,,63654000.0,-65930000.0,8866000.0,304000.0,1024000.0,304112000.0,-9689000.0,188582000.0
"tri pointe homes, inc.",1531,incline village,1,4160157000.0,,556483000.0,-64812000.0,0.01,1150000.0,62866000.0,1880855000.0,4160157000.0,,-153650000.0,-8466000.0,97304000.0,,151856000.0,49492000.0,2074852000.0,2279290000.0
"plus therapeutics, inc.",3841,austin,4,20834000.0,18001000.0,17161000.0,8815000.0,0.001,12000.0,,8889000.0,20834000.0,8354000.0,14300000.0,-80000.0,-5405000.0,-2800000.0,-2575000.0,1738000.0,-439031000.0,11945000.0
boston beer co inc,2082,boston,1,1560952000.0,515097000.0,102953000.0,-60329000.0,,,20889000.0,476817000.0,1560952000.0,317351000.0,-8360000.0,-82956000.0,30987000.0,59195000.0,80105000.0,664200000.0,482066000.0,1084135000.0
spk acquisition corp.,6770,shanghai,4,265479.0,,137485.0,,0.0001,144.0,,242684.0,265479.0,242684.0,137500.0,,-15.0,-2205.0,2205.0,,-2205.0,22795.0
allegion plc,7381,dublin 2,1,3060100000.0,1144200000.0,460200000.0,-20200000.0,0.01,900000.0,17400000.0,2272700000.0,3060100000.0,564100000.0,-265100000.0,-18700000.0,267500000.0,226700000.0,276700000.0,286800000.0,961800000.0,784000000.0
synchrony financial,6199,stamford,1,92017000000.0,,11117000000.0,,0.001,1000000.0,689000000.0,77820000000.0,92017000000.0,,-6127000000.0,2784000000.0,3280000000.0,2267000000.0,,,12560000000.0,14197000000.0
"neurometrix, inc.",3841,waltham,4,10768893.0,10031222.0,8364197.0,3137984.0,0.0001,505.0,,1933764.0,10768893.0,1582869.0,3789995.0,-83273.0,-568738.0,-531584.0,-592158.0,187256.0,-197473167.0,8835129.0
pareteum corp,7373,new york,2,51899000.0,19240000.0,3660000.0,-1281000.0,0.0,550996000.0,-97000.0,59837000.0,51899000.0,58951000.0,3732000.0,-1898000.0,-3046000.0,-9424000.0,-8996000.0,6067000.0,-548917000.0,-7938000.0
"nautilus biotechnology, inc.",6770,seattle,4,150499574.0,935640.0,51803000.0,15196000.0,0.0001,1000.0,0.0,7031849.0,76148000.0,4525000.0,-2069000.0,23518000.0,-6253000.0,-8409000.0,-1779993.0,1714000.0,-38734000.0,5000005.0
ciclet holdings inc.,7372,agus lapulapu city,4,14365.0,14365.0,,,0.0,159.0,,43184.0,14365.0,43184.0,0.0,,336.0,-21340.0,,,-83926.0,-28819.0
lazuriton nano biotechnology (u.s.a.) inc.,5190,taoyuan city,4,1347.0,1347.0,1347.0,,0.0001,10000.0,0.0,269883.0,1347.0,269883.0,,,150.0,-71775.0,-71775.0,,-528536.0,-268536.0
"qs energy, inc.",3533,tomball,4,114000.0,98000.0,,,0.001,323182.0,0.0,,114000.0,3621000.0,542000.0,0.0,-969000.0,-2415000.0,,16000.0,-121204000.0,-3507000.0
gabbit corp.,7990,miami beach,4,0.0,,,,0.001,11490.0,0.0,12205.0,0.0,,1950.0,,-1950.0,-1950.0,,,-46105.0,-12205.0
safehold inc.,6519,new york,1,3438916000.0,,33949000.0,-58734000.0,0.01,533000.0,,2019923000.0,3438916000.0,,191090000.0,-250913000.0,1089000.0,14732000.0,13851000.0,,37870000.0,1416539000.0
american express co,6199,new york,1,186973000000.0,,,-2169000000.0,0.2,160000000.0,660000000.0,161434000000.0,186973000000.0,,-9416000000.0,2009000000.0,5465000000.0,2280000000.0,,4891000000.0,16402000000.0,25539000000.0
union carbide corp /new/,2860,houston,4,4802000000.0,2508000000.0,11000000.0,0.0,0.01,,20000000.0,,4802000000.0,1026000000.0,-41000000.0,-56000000.0,97000000.0,16000000.0,,1237000000.0,2963000000.0,
halliburton co,1389,houston,1,20917000000.0,9927000000.0,2563000000.0,95000000.0,2.5,2666000000.0,65000000.0,15488000000.0,20917000000.0,4334000000.0,-268000000.0,-221000000.0,612000000.0,397000000.0,434000000.0,4214000000.0,8896000000.0,5420000000.0
intel corp,3674,santa clara,1,154597000000.0,49372000000.0,4746000000.0,-1119000000.0,,,1229000000.0,,154597000000.0,24836000000.0,-5962000000.0,-9451000000.0,14294000000.0,8422000000.0,9240000000.0,58166000000.0,59647000000.0,85207000000.0
kimberly clark corp,2670,irving,1,17827000000.0,5572000000.0,306000000.0,3000000.0,1.25,473000000.0,260000000.0,,17827000000.0,7244000000.0,-394000000.0,-487000000.0,886000000.0,988000000.0,613000000.0,8018000000.0,7798000000.0,524000000.0
state street corp,6022,boston,1,326528000000.0,,,1152000000.0,1.0,504000000.0,283000000.0,301361000000.0,326528000000.0,,15565000000.0,-3088000000.0,-11325000000.0,1282000000.0,,2169000000.0,24300000000.0,25167000000.0
healthcare services group inc,8050,bensalem,1,817994000.0,590492000.0,,-14743000.0,0.01,760000.0,13797000.0,,817994000.0,176623000.0,-32469000.0,-11116000.0,28842000.0,34218000.0,,,203793000.0,488304000.0
honeywell international inc,3724,charlotte,1,63945000000.0,25652000000.0,11427000000.0,-2848000000.0,,958000000.0,434000000.0,,63945000000.0,18143000000.0,-3877000000.0,-1243000000.0,2256000000.0,1430000000.0,,5520000000.0,41467000000.0,17938000000.0
baker hughes holdings llc,3533,houston,4,36642000000.0,15586000000.0,,-223000000.0,,,149000000.0,,36642000000.0,9879000000.0,-1285000000.0,-130000000.0,1180000000.0,-721000000.0,358000000.0,5086000000.0,-16660000000.0,17213000000.0
"firstcash, inc",5900,fort worth,1,2456433000.0,638387000.0,50061000.0,-15789000.0,,493000.0,22934000.0,1165617000.0,2456433000.0,237213000.0,-21495000.0,-107947000.0,113749000.0,62142000.0,,404283000.0,828040000.0,1290816000.0
scholastic corp,2731,new york,1,2008300000.0,1028300000.0,366500000.0,-27300000.0,,,-7300000.0,,2008300000.0,695500000.0,-52300000.0,-50500000.0,71000000.0,-11000000.0,-22700000.0,556900000.0,916400000.0,1180800000.0
horton d r inc /de/,1531,arlington,1,21793500000.0,,1942700000.0,-1071000000.0,0.01,4000000.0,784100000.0,7668500000.0,21793500000.0,,-829600000.0,-206900000.0,-34500000.0,2836800000.0,,367000000.0,12376900000.0,13802900000.0
renaissancere holdings ltd,6331,pembroke,1,32726755000.0,,1789756000.0,52943000.0,1.0,48026000.0,-5654000.0,21852730000.0,32726755000.0,,-399693000.0,118387000.0,335169000.0,180462000.0,,,5504760000.0,7217606000.0
sigmatron international inc,3672,elk grove village,4,194173407.0,141553863.0,,,0.01,42560.0,557741.0,133624346.0,194173407.0,85315249.0,-1140346.0,-10228816.0,8098946.0,1541019.0,3389784.0,34186918.0,36755040.0,60549061.0
first industrial realty trust inc,6798,chicago,1,3863828000.0,,55574000.0,,0.01,1291000.0,1575000.0,1861780000.0,3863828000.0,,-73888000.0,-161658000.0,118484000.0,116705000.0,,,,1951509000.0
darden restaurants inc,5812,orlando,1,10656100000.0,1871100000.0,1214700000.0,451400000.0,,,-55900000.0,7843000000.0,10656100000.0,1848300000.0,-478900000.0,-263700000.0,,629300000.0,648700000.0,,522300000.0,2813100000.0
quest diagnostics inc,8071,secaucus,1,12861000000.0,2146000000.0,560000000.0,-598000000.0,0.01,2000000.0,330000000.0,,12861000000.0,1551000000.0,-2133000000.0,344000000.0,1191000000.0,1100000000.0,1193000000.0,1622000000.0,10246000000.0,5899000000.0
chipotle mexican grill inc,5812,newport beach,1,6320454000.0,1447810000.0,668269000.0,60310000.0,0.01,370000.0,90575000.0,4146296000.0,6320454000.0,835486000.0,-264219000.0,-238113000.0,562858000.0,315075000.0,406967000.0,1666184000.0,3591238000.0,2174158000.0
icon plc,8731,dublin 18,1,3584464000.0,2285388000.0,1055496000.0,215191000.0,,4592000.0,30281000.0,1556521000.0,3584464000.0,1105041000.0,172000.0,-25874000.0,240354000.0,170987000.0,112872000.0,166244000.0,1433882000.0,2027943000.0
"resources connection, inc.",7389,irvine,2,520644000.0,235265000.0,74391000.0,-21233000.0,0.01,646000.0,-2545000.0,191098000.0,520644000.0,100906000.0,-59461000.0,-3843000.0,39943000.0,25229000.0,22953000.0,20543000.0,367229000.0,329546000.0
roth ch acquisition ii co,7900,newport beach,4,463944453.0,39270538.0,9209920.0,-49030203.0,0.0001,1.0,2454153.0,303784.0,463944453.0,25385328.0,47220083.0,-120146556.0,-147527.0,-247531.0,19671121.0,321766.0,751496.0,194979508.0
lakeshore acquisition i corp.,6770,shanghai,4,633020.0,,910904.0,549645.0,0.0001,144.0,0.0,612033.0,633020.0,,549625.0,,20.0,-4013.0,,,-4013.0,20987.0
iron spark i inc.,6770,jackson,4,128950.0,2744.0,932.0,932.0,,,,105250.0,128950.0,,3044.0,,-2112.0,-1300.0,,,-1300.0,23700.0
united states basketball league inc,6794,milford,4,327081.0,,21.0,234298.0,0.01,35525.0,,38950.0,327081.0,38950.0,286575.0,0.0,-52277.0,-18648.0,-85395.0,,-5138472.0,288131.0
yunhong international,6770,wuhan-hubei,4,69901013.0,843505.0,,,,1336.0,,5299375.0,69901013.0,523455.0,70053448.0,-69000000.0,-233712.0,-2352122.0,-309004.0,,-2340201.0,5000003.0
ubs ag,6021,zurich,4,1085861000000.0,,,,,,,1030216000000.0,,,,,,,,,,
"clearfield, inc.",3661,brooklyn park,4,114057975.0,69984395.0,21305392.0,4855756.0,0.01,137425.0,3344000.0,17563706.0,114057975.0,15714639.0,-126635.0,-3134766.0,8117157.0,12901336.0,7701905.0,4925245.0,38015209.0,96494269.0
"avepoint, inc.",7372,burlingame,4,352612173.0,722012.0,139492.0,,,,411315.0,66751378.0,352612173.0,6354128.0,300000.0,1621881.0,-358136.0,28311612.0,-1892079.0,,-29446055.0,5000005.0
"beachbody company, inc.",5960,santa monica,4,300989798.0,985366.0,730435.0,-453395.0,,,,58801612.0,300989798.0,2695948.0,302526457.0,-300000000.0,-453395.0,-16590561.0,-2724770.0,,-24507400.0,5000006.0
insu acquisition corp iii,6770,philadelphia,4,250947435.0,947229.0,544358.0,,,,,21616392.0,250947435.0,,250966979.0,-250000000.0,-422621.0,-2016618.0,-72640.0,,-20669868.0,-20668957.0
interprivate ii acquisition corp.,6770,new york,4,259964789.0,1205984.0,707647.0,,,90.0,,3303077.0,259964789.0,40077.0,259997349.0,-258750000.0,-539702.0,174342.0,-81462.0,,174342.0,5000002.0
interprivate iii financial partners inc.,6770,new york,4,259964789.0,1205984.0,707647.0,,,131.0,,343522.0,259964789.0,247017.0,259997349.0,-258750000.0,-539702.0,-270807.0,-288402.0,,-270807.0,5000007.0
interprivate iv infratech partners inc.,6770,new york,4,288736996.0,1227212.0,728875.0,,,222.0,,18457600.0,288736996.0,67600.0,288768582.0,-287500000.0,-539707.0,-252841.0,-108970.0,,-252841.0,5000006.0
vickers vantage corp. i,6770,new york,4,140060726.0,661305.0,314919.0,,0.0001,475.0,,8832410.0,140060726.0,17210.0,140158740.0,-139380000.0,-494332.0,1328853.0,-165156.0,,1322577.0,5000007.0
insu acquisition corp iii,6770,philadelphia,4,250689120.0,682338.0,291891.0,,,,,19028082.0,250689120.0,,,,-252467.0,2329995.0,-499416.0,,-18339873.0,-18338962.0
astrea acquisition corp.,6770,key biscayne,4,173588087.0,1077697.0,237448.0,,0.0001,524.0,,575025.0,173588087.0,439650.0,173708764.0,-172500000.0,-971316.0,-158194.0,-220267.0,,-158821.0,5000009.0
alpha healthcare acquisition corp.,2836,new york,4,100667493.0,637641.0,513059.0,-581702.0,,252.0,,17257243.0,100667493.0,135647.0,-87964.0,-100000000.0,-493738.0,-9435532.0,-493818.0,,-8015887.0,5000010.0
crown holdings inc,3411,yardley,1,16695000000.0,7105000000.0,566000000.0,-574000000.0,,,211000000.0,,16695000000.0,4514000000.0,-423000000.0,-311000000.0,169000000.0,339000000.0,712000000.0,3783000000.0,,2262000000.0
las vegas sands corp,7011,las vegas,1,20378000000.0,5577000000.0,2057000000.0,-26000000.0,0.001,1000000.0,8000000.0,17432000000.0,20378000000.0,2542000000.0,,,,-470000000.0,-235000000.0,12028000000.0,343000000.0,2491000000.0
celanese corp,2820,irving,1,11220000000.0,4061000000.0,,99000000.0,0.0001,0.0,116000000.0,,11220000000.0,2129000000.0,-715000000.0,275000000.0,543000000.0,538000000.0,567000000.0,3922000000.0,8797000000.0,3798000000.0
forestar group inc.,6500,arlington,2,2015000000.0,,116000000.0,-278300000.0,1.0,49500000.0,5200000.0,1044600000.0,2015000000.0,,60600000.0,1700000.0,-340600000.0,15800000.0,,2200000.0,285100000.0,969500000.0
american acquisition opportunity inc.,6770,fishers,4,107112904.0,1000523.0,,,10.1,,,9542051.0,107112904.0,0.0,107424123.0,,-618833.0,438179.0,,,1956729.0,3311580.0
"goldenwell biotech, inc.",2000,twinsburg,4,248569.0,,248569.0,,0.0001,9150.0,0.0,0.0,248569.0,0.0,8300.0,,-6324.0,-6324.0,,,-8635.0,248569.0
"vinco ventures, inc.",3944,bethlehem,4,45473359.0,11238811.0,5525744.0,5276388.0,0.001,25686.0,,67428994.0,45473359.0,7144413.0,21434726.0,-12018228.0,-4140110.0,-62469554.0,-10749099.0,996217.0,-86118452.0,-20089772.0
mbc funding ii corp.,6798,great neck,4,8120204.0,,,103.0,0.001,,647.0,5727439.0,8120204.0,,-229703.0,,229806.0,187064.0,,,2392665.0,2392765.0
"manhattan bridge capital, inc",6798,"great neck,",4,54954350.0,,,-305950.0,0.001,9882.0,647.0,21877831.0,54954350.0,,-7046896.0,4712099.0,2028847.0,1058122.0,2155638.0,,701948.0,33076519.0
vision hydrogen corp,1700,jersey city,4,1742674.0,1548059.0,945809.0,,0.0001,1290.0,,20925.0,1742674.0,20925.0,1782253.0,-619615.0,-223931.0,-306835.0,-326835.0,,-3792137.0,1721749.0
american international holdings corp.,8000,plano,4,669941.0,459874.0,437909.0,415768.0,0.0001,7257.0,,3122957.0,669941.0,3122957.0,1067834.0,,-652066.0,-7372606.0,-5329056.0,17783.0,-17932264.0,-2453016.0
nutra pharma corp,2833,coral springs,4,348915.0,61470.0,,,0.001,6622746.0,,9277206.0,348915.0,8928033.0,215555.0,,-215555.0,2183044.0,-190104.0,6051.0,-65681240.0,-8928291.0
force protection video equipment corp.,5990,cary,4,12116000.0,5895000.0,4850000.0,4849000.0,0.0,1000.0,,1404000.0,12116000.0,1404000.0,5082000.0,955000.0,-1188000.0,-1521000.0,-1521000.0,1000.0,-43867000.0,10712000.0
"kinder morgan, inc.",4922,houston,1,70175000000.0,4283000000.0,1365000000.0,760000000.0,0.01,23000000.0,-237000000.0,38352000000.0,70175000000.0,5059000000.0,-2440000000.0,-111000000.0,3311000000.0,-757000000.0,1122000000.0,34570000000.0,-10496000000.0,30711000000.0
first american financial corp,6361,santa ana,1,15426885000.0,,2222675000.0,947209000.0,0.0,1000.0,96008000.0,10152033000.0,15426885000.0,,1999355000.0,-1531901000.0,476969000.0,535915000.0,,453919000.0,3088627000.0,5263744000.0
snap inc,7370,santa monica,1,6820815000.0,4336959000.0,2051961000.0,,,,-1879000.0,3912814000.0,6820815000.0,748147000.0,1053659000.0,412424000.0,-101086000.0,-151664000.0,-192512000.0,183229000.0,-8235057000.0,2908001000.0
rli corp,6331,peoria,1,4280630000.0,,95457000.0,33240000.0,0.01,682000.0,20206000.0,3038827000.0,4280630000.0,,-22653000.0,-108616000.0,164509000.0,81815000.0,,50925000.0,1216877000.0,1241803000.0
